,ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA,MONTH,YEAR,LON,LAT,COUNTY,FIPS
4834,TRUSTEES OF INDIANA UNIVERSITY,577805,2R01MH110630-06A1,RPGs - Non SBIR/STTR,10586361,"KENNEDY, DANIEL PATRICK",7539163,Using complex video stimuli to elucidate atypical brain functioning in ASD,PSYCHOLOGICAL AND BRAIN SCIENCES,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$646,650 ","$192,645 ","$839,295 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12/20/2022,PA21-201,12.0,2022.0,-88.9703,40.4757,MCLEAN,17113.0
4835,TRUSTEES OF INDIANA UNIVERSITY,577805,1R21AG077333-01A1,RPGs - Non SBIR/STTR,10593767,"JORDAN, EVAN",16170785,Examining the daily stress of mid-life adults in the built and natural environment,NONE,NONE,UNIVERSITY-WIDE,"$186,160 ","$108,904 ","$295,064 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12/7/2022,PA20-195,12.0,2022.0,-88.9703,40.4757,MCLEAN,17113.0
4836,TRUSTEES OF INDIANA UNIVERSITY,577805,5R01EY024542-08,RPGs - Non SBIR/STTR,10576804,"SWANSON, WILLIAM H.",1863503,3D RNFL Structure And High-Resolution Perimetry For Assessing Glaucomatous Damage,NONE,NONE,SCHOOLS OF OPTOMETRY/OPHT TECH,"$270,333 ","$158,144 ","$428,477 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12/14/2022,PA19-056,12.0,2022.0,-88.9703,40.4757,MCLEAN,17113.0
4837,TRUSTEES OF INDIANA UNIVERSITY,577805,1R21HD108052-01A1,RPGs - Non SBIR/STTR,10619946,"WALSH-BUHI, ERIC RICHARD",9768721,Pre-exposure prophylaxis (PrEP) information on social media,INSTITUTE OF SOCIAL RESEARCH,SOCIAL SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$141,067 ","$69,138 ","$210,205 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12/9/2022,PA20-195,12.0,2022.0,-88.9703,40.4757,MCLEAN,17113.0
4838,TRUSTEES OF INDIANA UNIVERSITY,577805,5R01AI143254-04,RPGs - Non SBIR/STTR,10307128,"YE, YUZHEN",9343400,Subtractive assembly approaches for inferring disease-associated microbial genes and pathways from microbiome sequencing data,NONE,NONE,SCHOOLS OF ARTS AND SCIENCES,"$200,000 ","$109,643 ","$309,643 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,10/24/2022,PA18-484,10.0,2022.0,-88.9703,40.4757,MCLEAN,17113.0
4839,TRUSTEES OF INDIANA UNIVERSITY,577805,5R01GM135178-04,RPGs - Non SBIR/STTR,10524035,"BELL, STEPHEN DAVID",11418424,Chromosome Archae-tecture: Conserved principles of chromosome organization,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$180,000 ","$99,538 ","$279,538 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,11/17/2022,PA19-056,11.0,2022.0,-88.9703,40.4757,MCLEAN,17113.0
4840,TRUSTEES OF INDIANA UNIVERSITY,577805,5K25ES030402-04,Other Research-Related,10542807,"SHAO, KAN",14409485,Quantitative dose-response characterization for liver carcinogenicity with non-mutagenic modes of action,ENVIRONMENTAL AND OCCUPATIONAL HEALTH,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$141,603 ","$11,328 ","$152,931 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,12/23/2022,PA19-124,12.0,2022.0,-88.9703,40.4757,MCLEAN,17113.0
4841,TRUSTEES OF INDIANA UNIVERSITY,577805,5R01AI110637-09,RPGs - Non SBIR/STTR,10548185,"DANTHI, PRANAV",8682067,Functions of the reovirus capsid,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$260,904 ","$115,622 ","$376,526 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/11/2023,PA18-484,1.0,2023.0,-88.9703,40.4757,MCLEAN,17113.0
4842,TRUSTEES OF INDIANA UNIVERSITY,577805,5K01AG072615-02,Other Research-Related,10550195,"CHUSYD, DANIELLA E.",11910764,Early life trauma and aging using a long-lived animal model,NONE,NONE,UNIVERSITY-WIDE,"$120,961 ","$9,677 ","$130,638 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/20/2023,PA20-190,1.0,2023.0,-88.9703,40.4757,MCLEAN,17113.0
4843,TRUSTEES OF INDIANA UNIVERSITY,577805,1F31DA057835-01,Training - Individual,10607645,"BOSQUEZ-BERGER, TARYN",16248343,Exploring the Applicability of Potential Negative Allosteric Modulators at the Mu Opioid Receptor,PSYCHOLOGICAL AND BRAIN SCIENCES,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$47,694 ",,"$47,694 ",9,BLOOMINGTON,INDIANA,47401,,INDIANA UNIVERSITY SCHOOL OF MEDICINE,Domestic Higher Education,1/5/2023,PA21-052,1.0,2023.0,-88.9703,40.4757,MCLEAN,17113.0
4844,"TSRL, INC.",1979301,5R44GM145103-02,RPGs - SBIR/STTR,10569516,"LIPKA, ELKE",10134933,Development of Synthetic High-Density Lipoproteins for Treatment of Sepsis,,NONE,UNAVAILABLE,,,"$643,779 ",12,ANN ARBOR,MICHIGAN,48108,,,None,1/6/2023,PA20-260,1.0,2023.0,-83.731,42.2759,WASHTENAW,26161.0
4845,TUFTS MEDICAL CENTER,130301,1R13HD111227-01,Other Research-Related,10608745,"SEGE, ROBERT D",1925107,2023 HOPE Summit,,NONE,UNAVAILABLE,"$10,000 ",,"$10,000 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,12/15/2022,PA21-151,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4846,TUFTS MEDICAL CENTER,130301,5R01DK128364-02,RPGs - Non SBIR/STTR,10569593,"KULIOPULOS, ATHAN",1879350,Metabolic Reprogramming by Protease-activated Receptor 2,,NONE,UNAVAILABLE,"$332,174 ","$259,096 ","$591,270 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,11/28/2022,PA20-185,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4847,TUFTS MEDICAL CENTER,130301,5R01HL155078-03,RPGs - Non SBIR/STTR,10541815,"JAFFE, IRIS Z",1868805,"Novel strategies to understand, predict, and prevent vascular toxicity of targeted CML therapies",,NONE,UNAVAILABLE,"$417,734 ","$177,803 ","$595,537 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,12/16/2022,PA19-056,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4848,TUFTS MEDICAL CENTER,130301,2RF1NS102233-05,RPGs - Non SBIR/STTR,10591063,"KENT, DAVID M",6380779,Covert Cerebrovascular Disease Detected by Artificial Intelligence (C2D2AI): A Platform for Pragmatic Evidence Generation for Stroke and Dementia Prevention,,NONE,UNAVAILABLE,"$2,194,510 ","$700,248 ","$2,894,758 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,1/20/2023,PAR22-093,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4849,TUFTS MEDICAL CENTER,130301,5K99HL161321-02,Other Research-Related,10541890,"BIWER, LAUREN ALYSSE",11895973,Mechanisms of post-preeclampsia hypertension,,NONE,UNAVAILABLE,"$113,900 ","$9,112 ","$123,012 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,11/18/2022,PA20-188,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4850,TUFTS MEDICAL CENTER,130301,1R01AR081791-01,RPGs - Non SBIR/STTR,10558833,"DRIBAN, JEFFREY B",10662059,Environmental Factors Associated with the Development of Osteoarthritis,,NONE,UNAVAILABLE,"$382,007 ","$277,432 ","$659,439 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,1/20/2023,PA20-185,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4851,TUFTS MEDICAL CENTER,130301,1R01HL167233-01,RPGs - Non SBIR/STTR,10588310,"SARNAK, MARK J",6407061,Dimensions of Kidney Tubule Health and Atherosclerotic Cardiovascular Disease and Heart Failure in Middle-Aged and Older Adults,,NONE,UNAVAILABLE,"$622,133 ","$151,644 ","$773,777 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,12/25/2022,PA20-185,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4852,TUFTS MEDICAL CENTER,130301,5K24AT007323-10,Other Research-Related,10544186,"WANG, CHENCHEN",7053057,Mentoring and Research in Patient-Oriented Integrative Medicine,,NONE,UNAVAILABLE,"$170,870 ","$13,670 ","$184,540 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,2/10/2023,PA16-206,2.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4853,TUFTS MEDICAL CENTER,130301,5R01AG064064-04,RPGs - Non SBIR/STTR,10541845,"PENUMATSA, KRISHNA C",11751897,Pathogenesis of Cardiopulmonary Fibrosis Associated with Heart Failure in the Elderly,,NONE,UNAVAILABLE,"$343,307 ","$222,824 ","$566,131 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,1/10/2023,PA19-056,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4854,TUFTS MEDICAL CENTER,130301,5R01DK116790-03,RPGs - Non SBIR/STTR,10527334,"INKER, LESLEY ANN",8074386,Improving Kidney Function Assessment in Health and Disease,,NONE,UNAVAILABLE,"$607,615 ","$130,130 ","$737,745 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,12/5/2022,PA19-056,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4855,TUFTS MEDICAL CENTER,130301,3OT2TR003448-01S3,Other,10706760,"GORMLEY, JOSEPH",15931780,xARA: ARA through Explainable AI,,NONE,UNAVAILABLE,"$119,107 ","$44,838 ","$163,945 ",7,BOSTON,MASSACHUSETTS,2111,,,Independent Hospitals,12/15/2022,RFAOTA19-009,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4856,TUFTS UNIVERSITY BOSTON,8422704,5F31AI161032-02,Training - Individual,10557086,"GIACALONE, DAVID",15707839,Unraveling the role of an essential two-component system in Mycobacterium tuberculosis ionic signal response and host colonization,NONE,NONE,UNIVERSITY-WIDE,"$42,502 ",,"$42,502 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11/28/2022,PA21-051,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4857,TUFTS UNIVERSITY BOSTON,8422704,5R01AI150684-04,RPGs - Non SBIR/STTR,10543134,"ALDRIDGE, BREE BEARDSLEY",9709863,Lesion-centric optimization of multidrug therapies for tuberculosis,MOLECULAR BIOLOGY AND MICROBIOLOGY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$696,671 ","$126,541 ","$823,212 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/16/2022,PA19-056,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4858,TUFTS UNIVERSITY BOSTON,8422704,5R21AI168849-02,RPGs - Non SBIR/STTR,10551254,"SHEN, AIMEE",9949186,Analyzing the Biogeography of Virulence and Transmission Gene Expression during Clostridioides difficile infection,MOLECULAR BIOLOGY AND MICROBIOLOGY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$125,000 ","$77,350 ","$202,350 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/9/2022,PA20-195,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4859,TUFTS UNIVERSITY BOSTON,8422704,5R01AI142005-05,RPGs - Non SBIR/STTR,10551296,"SHARMA, SHRUTI",10311574,Intracellular nucleic acid sensing and age-related chronic inflammation,IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$260,346 ","$156,202 ","$416,548 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/12/2023,RFAAI17-037,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4860,TUFTS UNIVERSITY BOSTON,8422704,5R01AI155457-03,RPGs - Non SBIR/STTR,10517289,"TZIPORI, SAUL R",6323979,Immune-based therapy against STEC intoxication and HUS,INFECTIOUS DISEASE AND GLOBAL HEALTH,VETERINARY SCIENCES,SCHOOLS OF VETERINARY MEDICINE,"$285,347 ","$181,517 ","$466,864 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,10/18/2022,PA19-056,10.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4861,TUFTS UNIVERSITY BOSTON,8422704,5R01AI056234-18,RPGs - Non SBIR/STTR,10534173,"POLTORAK, ALEXANDER",6714175,Genetic Analysis of Inflammatory Responses in Wild Derived Mice,ANATOMIC AND CLINICAL PATHOLOGY,PATHOLOGY,SCHOOLS OF MEDICINE,"$471,211 ","$298,487 ","$769,698 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/27/2022,PA18-484,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4862,TUFTS UNIVERSITY BOSTON,8422704,5UG1HD107691-02,Other Research-Related,10539337,"DAS, SAI KRUPA",8176513,Clinical Center for NIH's Nutrition for Precision Health: The All Of Us New England Research Collaborative,NONE,NONE,ORGANIZED RESEARCH UNITS,"$1,645,874 ","$252,991 ","$1,898,865 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/1/2022,RFARM21-005,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4863,TUFTS UNIVERSITY BOSTON,8422704,5R01AI146245-04,RPGs - Non SBIR/STTR,10554261,"ISBERG, RALPH R.",2067572,The interface between L. pneumophila manipulation of host endoplasmic reticulum and innate immune subterfuge,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$427,103 ","$234,297 ","$661,400 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/23/2023,PA19-056,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4864,TUFTS UNIVERSITY BOSTON,8422704,5R01DC017869-04,RPGs - Non SBIR/STTR,10554436,"SCHWOB, JAMES E.",1878300,The Molecular Regulation of Horizontal Basal Cell Activation in the Olfactory Epithelium,"DEVELOPMENTAL, MOLEC AND CHEMICAL BIOL",BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$383,425 ","$242,596 ","$626,021 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/18/2023,PA19-056,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4865,TUFTS UNIVERSITY BOSTON,8422704,5R37AI055058-19,RPGs - Non SBIR/STTR,10548231,"CAMILLI, ANDREW",1923823,Impact of Bacteriophages on Virulence and Transmission of Vibrio cholerae,MOLECULAR BIOLOGY AND MICROBIOLOGY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$302,828 ","$162,148 ","$464,976 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,2/9/2023,PA19-056,2.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4866,TUFTS UNIVERSITY BOSTON,8422704,5R01NS125490-02,RPGs - Non SBIR/STTR,10556338,"YANG, YONGJIE",9752021,Dysfunctional Astroglial Exosome to (motor) Neuron Axon Signaling in ALS,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$256,428 ","$166,678 ","$423,106 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/31/2023,PA20-185,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4867,TUFTS UNIVERSITY BOSTON,8422704,5R21AG072905-02,RPGs - Non SBIR/STTR,10552699,"DULLA, CHRIS G",9523928,Atypical astrocytes in the aging cortex,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$125,000 ","$81,250 ","$206,250 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/25/2023,PA20-195,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4868,TUFTS UNIVERSITY BOSTON,8422704,1R21AI173458-01,RPGs - Non SBIR/STTR,10571150,"SKELLY, PATRICK J",9231226,"RNA encoded nanobody-based immunotherapeutics targeting essential, host-interactive schistosome ectoenzymes",INFECTIOUS DISEASE AND GLOBAL HEALTH,VETERINARY SCIENCES,SCHOOLS OF VETERINARY MEDICINE,"$150,000 ","$97,500 ","$247,500 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/1/2022,PA20-195,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4869,TUFTS UNIVERSITY BOSTON,8422704,5R01DE030074-03,RPGs - Non SBIR/STTR,10526289,"CHEN, JAKE JINKUN",6725181,A Long Noncoding RNA Amerliorates Periodontitis via Distinct Epigenetic Pathways,PERIODONTOLOGY,DENTISTRY,SCHOOLS OF DENTISTRY/ORAL HYGN,"$401,932 ","$233,629 ","$635,561 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/2/2022,PA19-056,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4870,TUFTS UNIVERSITY BOSTON,8422704,5R01AI137424-05,RPGs - Non SBIR/STTR,10526290,"TELFORD, SAM R",1871774,Emergence of tick borne encephalitis in North America,INFECTIOUS DISEASE AND GLOBAL HEALTH,VETERINARY SCIENCES,SCHOOLS OF VETERINARY MEDICINE,"$425,284 ","$74,300 ","$499,584 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11/22/2022,PA16-243,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4871,TUFTS UNIVERSITY BOSTON,8422704,5F30AI161795-02,Training - Individual,10541836,"PATAKI, ZEMPLEN",15117842,Roles of the cytoplasmic domains of the HSV-1 glycoproteins gH and gB in membrane fusion,NONE,NONE,UNIVERSITY-WIDE,"$42,502 ",,"$42,502 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11/23/2022,PA21-049,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4872,TUFTS UNIVERSITY BOSTON,8422704,5R01EY029870-05,RPGs - Non SBIR/STTR,10553199,"PAPAS, ATHENA S.",8612132,Role of lacrimal gland myoepithelial cells in dry eye disease,COMPREHENSIVE CARE,DENTISTRY,SCHOOLS OF DENTISTRY/ORAL HYGN,"$293,228 ","$190,598 ","$483,826 ",7,BOSTON,MASSACHUSETTS,2111,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/12/2023,PA18-484,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4873,TUFTS UNIVERSITY BOSTON,8422704,5K00MH130162-04,Other Research-Related,10552649,"AMAYA, KENNETH",14374696,Differential routing of valence information through the basolateral amygdala,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$68,942 ","$5,515 ","$74,457 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/18/2023,RFANS19-011,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4874,TUFTS UNIVERSITY BOSTON,8422704,5R01AI169786-02,RPGs - Non SBIR/STTR,10570181,"MECSAS, JOAN C",1930206,Dissecting Yersinia Yop Targets in Neutrophils,MOLECULAR BIOLOGY AND MICROBIOLOGY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$479,855 ","$237,841 ","$717,696 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/6/2023,PA20-185,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4875,TUFTS UNIVERSITY BOSTON,8422704,5R01AR077146-03,RPGs - Non SBIR/STTR,10616688,"ZENG, LI",6840443,Wnt7a-Mediated Competence to Resist Osteoarthritis Progression,IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$330,249 ","$198,327 ","$528,576 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,2/1/2023,PA19-056,2.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4876,TUFTS UNIVERSITY BOSTON,8422704,5R01GM140361-03,RPGs - Non SBIR/STTR,10530682,"SHEN, AIMEE",9949186,Regulation of spore peptidoglycan modification,MOLECULAR BIOLOGY AND MICROBIOLOGY,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$217,063 ","$74,285 ","$291,348 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11/21/2022,PA19-056,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4877,TUFTS UNIVERSITY BOSTON,8422704,5R21AI164434-02,RPGs - Non SBIR/STTR,10559623,"MOORE, CLAIRE L",1858050,The Role of alternative mRNA polyadenylation in SARS-CoV-2 replication & the host response,"DEVELOPMENTAL, MOLEC AND CHEMICAL BIOL",BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$150,000 ","$97,500 ","$247,500 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/19/2023,PA20-195,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4878,TUFTS UNIVERSITY BOSTON,8422704,5R25GM066567-18,Other Research-Related,10557172,"RIOS, MARIBEL",1871082,Tufts Post-Baccalaureate Research Education Program,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$320,178 ","$22,570 ","$342,748 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/20/2023,PAR20-066,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4879,TUFTS UNIVERSITY BOSTON,8422704,2R01NS102937-06,RPGs - Non SBIR/STTR,10607623,"MAGUIRE, JAMIE LYNN",8138462,CRH dysregulation of brainstem autonomic circuits increases SUDEP risk,NEUROSCIENCE,NEUROSCIENCES,SCHOOLS OF MEDICINE,"$482,920 ","$137,389 ","$620,309 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/7/2022,PA20-185,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4880,TUFTS UNIVERSITY BOSTON,8422704,3R01HL144477-04S1,RPGs - Non SBIR/STTR,10694305,"ALCAIDE ALONSO, MARIA P",9180159,Mechanisms of T cell activation in cardiac fibrosis and non-ischemic heart failure,NEUROLOGY,NEUROLOGY,SCHOOLS OF MEDICINE,"$12,569 ","$6,378 ","$18,947 ",7,BOSTON,MASSACHUSETTS,2111,Y,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/7/2022,PA21-071,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4881,TUFTS UNIVERSITY MEDFORD,8422701,5F32GM140616-02,Training - Individual,10520024,"DAVIDIAN, DEVON",16428925,Characterizing long-range propagation of injury information during regeneration,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$71,792 ",,"$71,792 ",7,BOSTON,MASSACHUSETTS,2155,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,11/17/2022,PA21-048,11.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4882,TUFTS UNIVERSITY MEDFORD,8422701,5R03EB032637-02,RPGs - Non SBIR/STTR,10531610,"GEORGAKOUDI, IRENE",2442066,Safety assessments of tissue irradiation with near infrared fs pulses for multi-photon imaging applications,BIOMEDICAL ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$50,000 ","$28,000 ","$78,000 ",7,BOSTON,MASSACHUSETTS,2155,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/7/2022,PA20-200,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4883,TUFTS UNIVERSITY MEDFORD,8422701,1R21CA271679-01A1,RPGs - Non SBIR/STTR,10594112,"GEORGAKOUDI, IRENE",2442066,Development of a novel platform for label-free monitoring of CAR-T cell interactions in vivo,BIOMEDICAL ENGINEERING,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$144,024 ","$73,726 ","$217,750 ",7,BOSTON,MASSACHUSETTS,2155,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/16/2022,PAR22-091,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
4884,TUFTS UNIVERSITY MEDFORD,8422701,1R01NS129695-01,RPGs - Non SBIR/STTR,10564472,"KAO, MIMI HSIAO FENG",15810568,Investigating Auditory-Motor Interactions During Rhythm Perception in a Small Animal Model,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$250,000 ","$134,851 ","$384,851 ",7,BOSTON,MASSACHUSETTS,2155,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,1/23/2023,PAR21-100,1.0,2023.0,-71.0852,42.3188,SUFFOLK,25025.0
4885,TUFTS UNIVERSITY MEDFORD,8422701,5R35GM144215-02,RPGs - Non SBIR/STTR,10544323,"FREUDENREICH, CATHERINE H",1878107,Replication through DNA Structures and Consequences for Genome Stability,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$225,000 ","$126,000 ","$351,000 ",7,BOSTON,MASSACHUSETTS,2155,,TUFTS UNIVERSITY SCH OF MEDICINE,Domestic Higher Education,12/12/2022,PAR19-367,12.0,2022.0,-71.0852,42.3188,SUFFOLK,25025.0
